Australian Bureau of Statistics,,
,,
"2016 Census - Counting Employed Persons, Place of Work (POW)",,
SA2 (POW),,
Counting: Persons Aged 15 Years and Over Place of Work,,
,,
Filters:,,
Default Summation,Persons Aged 15 Years and Over Place of Work,
,,
Counting,SA2 (POW),Count
Persons Aged 15 Years and Over Place of Work,Essendon Airport,4381
Persons Aged 15 Years and Over Place of Work,Keilor,17543
Persons Aged 15 Years and Over Place of Work,Keilor East,3146
Persons Aged 15 Years and Over Place of Work,Niddrie - Essendon West,2075
Persons Aged 15 Years and Over Place of Work,Strathmore,1374
Persons Aged 15 Years and Over Place of Work,Gisborne,3740
Persons Aged 15 Years and Over Place of Work,Macedon,704
Persons Aged 15 Years and Over Place of Work,Riddells Creek,574
Persons Aged 15 Years and Over Place of Work,Romsey,1809
Persons Aged 15 Years and Over Place of Work,Coburg North,4748
Persons Aged 15 Years and Over Place of Work,Fawkner,2467
Persons Aged 15 Years and Over Place of Work,Pascoe Vale,2855
Persons Aged 15 Years and Over Place of Work,Glenroy,3324
Persons Aged 15 Years and Over Place of Work,Gowanbrae,130
Persons Aged 15 Years and Over Place of Work,Hadfield,1053
Persons Aged 15 Years and Over Place of Work,Sunbury,1587
Persons Aged 15 Years and Over Place of Work,Sunbury - South,6240
Persons Aged 15 Years and Over Place of Work,Broadmeadows,11022
Persons Aged 15 Years and Over Place of Work,Campbellfield - Coolaroo,23050
Persons Aged 15 Years and Over Place of Work,Gladstone Park - Westmeadows,3615
Persons Aged 15 Years and Over Place of Work,Greenvale - Bulla,1928
Persons Aged 15 Years and Over Place of Work,Meadow Heights,932
Persons Aged 15 Years and Over Place of Work,Melbourne Airport,15922
Persons Aged 15 Years and Over Place of Work,Roxburgh Park - Somerton,6835
Persons Aged 15 Years and Over Place of Work,Tullamarine,4226
Persons Aged 15 Years and Over Place of Work,Craigieburn - Central,1342
Persons Aged 15 Years and Over Place of Work,Craigieburn - North,1266
Persons Aged 15 Years and Over Place of Work,Craigieburn - South,3480
Persons Aged 15 Years and Over Place of Work,Craigieburn - West,1860
Persons Aged 15 Years and Over Place of Work,Mickleham - Yuroke,689
Persons Aged 15 Years and Over Place of Work,Bayswater,12340
Persons Aged 15 Years and Over Place of Work,Knoxfield - Scoresby,13124
Persons Aged 15 Years and Over Place of Work,Lysterfield,676
Persons Aged 15 Years and Over Place of Work,Rowville - Central,4759
Persons Aged 15 Years and Over Place of Work,Rowville - North,2974
Persons Aged 15 Years and Over Place of Work,Rowville - South,2286
Persons Aged 15 Years and Over Place of Work,Wantirna,4301
Persons Aged 15 Years and Over Place of Work,Wantirna South,8796
Persons Aged 15 Years and Over Place of Work,Boronia,6436
Persons Aged 15 Years and Over Place of Work,Ferntree Gully (North),2488
Persons Aged 15 Years and Over Place of Work,Ferntree Gully (South) - Upper Ferntree Gully,5566
Persons Aged 15 Years and Over Place of Work,The Basin,478
Persons Aged 15 Years and Over Place of Work,Donvale - Park Orchards,2438
Persons Aged 15 Years and Over Place of Work,Warrandyte - Wonga Park,2172
Persons Aged 15 Years and Over Place of Work,Bayswater North,9110
Persons Aged 15 Years and Over Place of Work,Croydon Hills - Warranwood,2081
Persons Aged 15 Years and Over Place of Work,Ringwood,14923
Persons Aged 15 Years and Over Place of Work,Ringwood East,5418
Persons Aged 15 Years and Over Place of Work,Ringwood North,1444
Persons Aged 15 Years and Over Place of Work,Croydon - East,4122
Persons Aged 15 Years and Over Place of Work,Croydon - West,2804
Persons Aged 15 Years and Over Place of Work,Croydon South,2331
Persons Aged 15 Years and Over Place of Work,Forest Hill,4884
Persons Aged 15 Years and Over Place of Work,Mitcham (Vic.),6021
Persons Aged 15 Years and Over Place of Work,Nunawading,6477
Persons Aged 15 Years and Over Place of Work,Vermont,2705
Persons Aged 15 Years and Over Place of Work,Vermont South,2549
Persons Aged 15 Years and Over Place of Work,Belgrave - Selby,2053
Persons Aged 15 Years and Over Place of Work,Chirnside Park,3427
Persons Aged 15 Years and Over Place of Work,Healesville - Yarra Glen,4151
Persons Aged 15 Years and Over Place of Work,Kilsyth,3740
Persons Aged 15 Years and Over Place of Work,Lilydale - Coldstream,9176
Persons Aged 15 Years and Over Place of Work,Monbulk - Silvan,2118
Persons Aged 15 Years and Over Place of Work,Montrose,1386
Persons Aged 15 Years and Over Place of Work,Mooroolbark,3445
Persons Aged 15 Years and Over Place of Work,Mount Dandenong - Olinda,2083
Persons Aged 15 Years and Over Place of Work,Mount Evelyn,1850
Persons Aged 15 Years and Over Place of Work,Upwey - Tecoma,1399
Persons Aged 15 Years and Over Place of Work,Wandin - Seville,1546
Persons Aged 15 Years and Over Place of Work,Yarra Valley,3090
Persons Aged 15 Years and Over Place of Work,Beaconsfield - Officer,3954
Persons Aged 15 Years and Over Place of Work,Bunyip - Garfield,2109
Persons Aged 15 Years and Over Place of Work,Emerald - Cockatoo,2964
Persons Aged 15 Years and Over Place of Work,Koo Wee Rup,2251
Persons Aged 15 Years and Over Place of Work,Pakenham - North,3427
Persons Aged 15 Years and Over Place of Work,Pakenham - South,8467
Persons Aged 15 Years and Over Place of Work,Berwick - North,8202
Persons Aged 15 Years and Over Place of Work,Berwick - South,3057
Persons Aged 15 Years and Over Place of Work,Doveton,1819
Persons Aged 15 Years and Over Place of Work,Hallam,10641
Persons Aged 15 Years and Over Place of Work,Narre Warren North,1353
Persons Aged 15 Years and Over Place of Work,Endeavour Hills - North,1216
Persons Aged 15 Years and Over Place of Work,Endeavour Hills - South,1689
Persons Aged 15 Years and Over Place of Work,Narre Warren - North East,979
Persons Aged 15 Years and Over Place of Work,Narre Warren - South West,10339
Persons Aged 15 Years and Over Place of Work,Cranbourne,7040
Persons Aged 15 Years and Over Place of Work,Cranbourne East,3407
Persons Aged 15 Years and Over Place of Work,Cranbourne North,1710
Persons Aged 15 Years and Over Place of Work,Cranbourne South,2203
Persons Aged 15 Years and Over Place of Work,Cranbourne West,1038
Persons Aged 15 Years and Over Place of Work,Hampton Park - Lynbrook,2425
Persons Aged 15 Years and Over Place of Work,Lynbrook - Lyndhurst,2751
Persons Aged 15 Years and Over Place of Work,Pearcedale - Tooradin,1781
Persons Aged 15 Years and Over Place of Work,Narre Warren South (East),1203
Persons Aged 15 Years and Over Place of Work,Narre Warren South (West),1376
Persons Aged 15 Years and Over Place of Work,Clarinda - Oakleigh South,2929
Persons Aged 15 Years and Over Place of Work,Clayton South,5786
Persons Aged 15 Years and Over Place of Work,Dandenong,65688
Persons Aged 15 Years and Over Place of Work,Dandenong North,2081
Persons Aged 15 Years and Over Place of Work,Dingley Village,1992
Persons Aged 15 Years and Over Place of Work,Keysborough,10234
Persons Aged 15 Years and Over Place of Work,Noble Park North,4096
Persons Aged 15 Years and Over Place of Work,Springvale,9711
Persons Aged 15 Years and Over Place of Work,Springvale South,1126
Persons Aged 15 Years and Over Place of Work,Noble Park - East,1644
Persons Aged 15 Years and Over Place of Work,Noble Park - West,2120
Persons Aged 15 Years and Over Place of Work,Ashwood - Chadstone,4902
Persons Aged 15 Years and Over Place of Work,Clayton,34203
Persons Aged 15 Years and Over Place of Work,Glen Waverley - East,4298
Persons Aged 15 Years and Over Place of Work,Glen Waverley - West,9069
Persons Aged 15 Years and Over Place of Work,Mount Waverley - North,2173
Persons Aged 15 Years and Over Place of Work,Mount Waverley - South,13281
Persons Aged 15 Years and Over Place of Work,Mulgrave,21213
Persons Aged 15 Years and Over Place of Work,Oakleigh - Huntingdale,11209
Persons Aged 15 Years and Over Place of Work,Wheelers Hill,4008
Persons Aged 15 Years and Over Place of Work,Ardeer - Albion,1440
Persons Aged 15 Years and Over Place of Work,Cairnlea,716
Persons Aged 15 Years and Over Place of Work,Deer Park - Derrimut,12934
Persons Aged 15 Years and Over Place of Work,Delahey,740
Persons Aged 15 Years and Over Place of Work,Keilor Downs,1935
Persons Aged 15 Years and Over Place of Work,Kings Park (Vic.),710
Persons Aged 15 Years and Over Place of Work,St Albans - North,2466
Persons Aged 15 Years and Over Place of Work,St Albans - South,5249
Persons Aged 15 Years and Over Place of Work,Sunshine,7581
Persons Aged 15 Years and Over Place of Work,Sunshine North,4352
Persons Aged 15 Years and Over Place of Work,Sunshine West,10050
Persons Aged 15 Years and Over Place of Work,Sydenham,1702
Persons Aged 15 Years and Over Place of Work,Taylors Lakes,4766
Persons Aged 15 Years and Over Place of Work,Altona,7053
Persons Aged 15 Years and Over Place of Work,Altona Meadows,1796
Persons Aged 15 Years and Over Place of Work,Altona North,13539
Persons Aged 15 Years and Over Place of Work,Newport,3837
Persons Aged 15 Years and Over Place of Work,Seabrook,332
Persons Aged 15 Years and Over Place of Work,Williamstown,6689
Persons Aged 15 Years and Over Place of Work,Braybrook,5525
Persons Aged 15 Years and Over Place of Work,Footscray,14082
Persons Aged 15 Years and Over Place of Work,Maribyrnong,6355
Persons Aged 15 Years and Over Place of Work,Seddon - Kingsville,1430
Persons Aged 15 Years and Over Place of Work,West Footscray - Tottenham,4834
Persons Aged 15 Years and Over Place of Work,Yarraville,5033
Persons Aged 15 Years and Over Place of Work,Bacchus Marsh,5169
Persons Aged 15 Years and Over Place of Work,Hillside,1387
Persons Aged 15 Years and Over Place of Work,Melton,5961
Persons Aged 15 Years and Over Place of Work,Melton South,2492
Persons Aged 15 Years and Over Place of Work,Melton West,3191
Persons Aged 15 Years and Over Place of Work,Rockbank - Mount Cottrell,5740
Persons Aged 15 Years and Over Place of Work,Taylors Hill,1717
Persons Aged 15 Years and Over Place of Work,Burnside,544
Persons Aged 15 Years and Over Place of Work,Burnside Heights,385
Persons Aged 15 Years and Over Place of Work,Caroline Springs,3078
Persons Aged 15 Years and Over Place of Work,Hoppers Crossing - North,7005
Persons Aged 15 Years and Over Place of Work,Hoppers Crossing - South,4761
Persons Aged 15 Years and Over Place of Work,Laverton,19320
Persons Aged 15 Years and Over Place of Work,Tarneit,3758
Persons Aged 15 Years and Over Place of Work,Truganina,7207
Persons Aged 15 Years and Over Place of Work,Werribee - South,9128
Persons Aged 15 Years and Over Place of Work,Wyndham Vale,1960
Persons Aged 15 Years and Over Place of Work,Point Cook - East,1160
Persons Aged 15 Years and Over Place of Work,Point Cook - North,4959
Persons Aged 15 Years and Over Place of Work,Point Cook - South,1144
Persons Aged 15 Years and Over Place of Work,Werribee - East,2205
Persons Aged 15 Years and Over Place of Work,Werribee - West,1042
Persons Aged 15 Years and Over Place of Work,Carrum Downs,10306
Persons Aged 15 Years and Over Place of Work,Frankston,15133
Persons Aged 15 Years and Over Place of Work,Frankston North,3872
Persons Aged 15 Years and Over Place of Work,Frankston South,2534
Persons Aged 15 Years and Over Place of Work,Langwarrin,3969
Persons Aged 15 Years and Over Place of Work,Seaford (Vic.),5942
Persons Aged 15 Years and Over Place of Work,Skye - Sandhurst,1160
Persons Aged 15 Years and Over Place of Work,Dromana,2826
Persons Aged 15 Years and Over Place of Work,Flinders,2810
Persons Aged 15 Years and Over Place of Work,Hastings - Somers,7756
Persons Aged 15 Years and Over Place of Work,Mornington,12461
Persons Aged 15 Years and Over Place of Work,Mount Eliza,4287
Persons Aged 15 Years and Over Place of Work,Mount Martha,2608
Persons Aged 15 Years and Over Place of Work,Point Nepean,4128
Persons Aged 15 Years and Over Place of Work,Rosebud - McCrae,6180
Persons Aged 15 Years and Over Place of Work,Somerville,6412
Persons Aged 15 Years and Over Place of Work,Ararat,3848
Persons Aged 15 Years and Over Place of Work,Ararat Region,986
Persons Aged 15 Years and Over Place of Work,Horsham,7840
Persons Aged 15 Years and Over Place of Work,Horsham Region,1041
Persons Aged 15 Years and Over Place of Work,Nhill Region,2695
Persons Aged 15 Years and Over Place of Work,St Arnaud,1366
Persons Aged 15 Years and Over Place of Work,Stawell,3388
Persons Aged 15 Years and Over Place of Work,West Wimmera,1166
Persons Aged 15 Years and Over Place of Work,Yarriambiack,2538
Persons Aged 15 Years and Over Place of Work,Irymple,1799
Persons Aged 15 Years and Over Place of Work,Merbein,1069
Persons Aged 15 Years and Over Place of Work,Mildura Region,1939
Persons Aged 15 Years and Over Place of Work,Red Cliffs,1463
Persons Aged 15 Years and Over Place of Work,Mildura - North,11533
Persons Aged 15 Years and Over Place of Work,Mildura - South,3549
Persons Aged 15 Years and Over Place of Work,Buloke,2446
Persons Aged 15 Years and Over Place of Work,Gannawarra,2182
Persons Aged 15 Years and Over Place of Work,Kerang,1750
Persons Aged 15 Years and Over Place of Work,Robinvale,1219
Persons Aged 15 Years and Over Place of Work,Swan Hill,5743
Persons Aged 15 Years and Over Place of Work,Swan Hill Region,1837
Persons Aged 15 Years and Over Place of Work,Echuca,7916
Persons Aged 15 Years and Over Place of Work,Kyabram,3920
Persons Aged 15 Years and Over Place of Work,Lockington - Gunbower,888
Persons Aged 15 Years and Over Place of Work,Rochester,1455
Persons Aged 15 Years and Over Place of Work,Rushworth,1168
Persons Aged 15 Years and Over Place of Work,Cobram,3389
Persons Aged 15 Years and Over Place of Work,Moira,622
Persons Aged 15 Years and Over Place of Work,Numurkah,4148
Persons Aged 15 Years and Over Place of Work,Yarrawonga,2367
Persons Aged 15 Years and Over Place of Work,Mooroopna,1568
Persons Aged 15 Years and Over Place of Work,Shepparton - North,13183
Persons Aged 15 Years and Over Place of Work,Shepparton - South,7504
Persons Aged 15 Years and Over Place of Work,Shepparton Region - East,1343
Persons Aged 15 Years and Over Place of Work,Shepparton Region - West,4337
Persons Aged 15 Years and Over Place of Work,Glenelg (Vic.),2570
Persons Aged 15 Years and Over Place of Work,Hamilton (Vic.),5047
Persons Aged 15 Years and Over Place of Work,Portland,5191
Persons Aged 15 Years and Over Place of Work,Southern Grampians,2158
Persons Aged 15 Years and Over Place of Work,Camperdown,1527
Persons Aged 15 Years and Over Place of Work,Colac,6676
Persons Aged 15 Years and Over Place of Work,Colac Region,1352
Persons Aged 15 Years and Over Place of Work,Corangamite - North,2125
Persons Aged 15 Years and Over Place of Work,Corangamite - South,3430
Persons Aged 15 Years and Over Place of Work,Otway,1368
Persons Aged 15 Years and Over Place of Work,Moyne - East,2133
Persons Aged 15 Years and Over Place of Work,Moyne - West,3227
Persons Aged 15 Years and Over Place of Work,Warrnambool - North,4382
Persons Aged 15 Years and Over Place of Work,Warrnambool - South,12147
Persons Aged 15 Years and Over Place of Work,Migratory - Offshore - Shipping (Vic.),159
Persons Aged 15 Years and Over Place of Work,POW No Fixed Address (Vic.),119030
Persons Aged 15 Years and Over Place of Work,Alexandra Hills,2290
Persons Aged 15 Years and Over Place of Work,Belmont - Gumdale,1649
Persons Aged 15 Years and Over Place of Work,Birkdale,2135
Persons Aged 15 Years and Over Place of Work,Capalaba,10557
Persons Aged 15 Years and Over Place of Work,Thorneside,396
Persons Aged 15 Years and Over Place of Work,Wellington Point,1819
Persons Aged 15 Years and Over Place of Work,Cleveland,9448
Persons Aged 15 Years and Over Place of Work,Ormiston,1584
Persons Aged 15 Years and Over Place of Work,Redland Bay,2298
Persons Aged 15 Years and Over Place of Work,Sheldon - Mount Cotton,2006
Persons Aged 15 Years and Over Place of Work,Thornlands,2228
Persons Aged 15 Years and Over Place of Work,Victoria Point,4243
Persons Aged 15 Years and Over Place of Work,Redland Islands,1571
Persons Aged 15 Years and Over Place of Work,Brisbane Port - Lytton,6209
Persons Aged 15 Years and Over Place of Work,Manly - Lota,1951
Persons Aged 15 Years and Over Place of Work,Manly West,1844
Persons Aged 15 Years and Over Place of Work,Murarrie,11822
Persons Aged 15 Years and Over Place of Work,Tingalpa,3827
Persons Aged 15 Years and Over Place of Work,Wakerley,1902
Persons Aged 15 Years and Over Place of Work,Wynnum,3877
Persons Aged 15 Years and Over Place of Work,Wynnum West - Hemmant,6897
Persons Aged 15 Years and Over Place of Work,Bald Hills,1258
Persons Aged 15 Years and Over Place of Work,Bridgeman Downs,668
Persons Aged 15 Years and Over Place of Work,Carseldine,2202
Persons Aged 15 Years and Over Place of Work,Everton Park,1803
Persons Aged 15 Years and Over Place of Work,McDowall,1703
Persons Aged 15 Years and Over Place of Work,Aspley,4265
Persons Aged 15 Years and Over Place of Work,Chermside,14213
Persons Aged 15 Years and Over Place of Work,Chermside West,817
Persons Aged 15 Years and Over Place of Work,Geebung,6363
Persons Aged 15 Years and Over Place of Work,Kedron - Gordon Park,4101
Persons Aged 15 Years and Over Place of Work,Stafford,4352
Persons Aged 15 Years and Over Place of Work,Stafford Heights,835
Persons Aged 15 Years and Over Place of Work,Wavell Heights,1230
Persons Aged 15 Years and Over Place of Work,Boondall,1693
Persons Aged 15 Years and Over Place of Work,Brisbane Airport,21425
Persons Aged 15 Years and Over Place of Work,Eagle Farm - Pinkenba,11914
Persons Aged 15 Years and Over Place of Work,Northgate - Virginia,10100
Persons Aged 15 Years and Over Place of Work,Nudgee - Banyo,7424
Persons Aged 15 Years and Over Place of Work,Nundah,4812
Persons Aged 15 Years and Over Place of Work,Bracken Ridge,2230
Persons Aged 15 Years and Over Place of Work,Brighton (Qld),1441
Persons Aged 15 Years and Over Place of Work,Deagon,1150
Persons Aged 15 Years and Over Place of Work,Sandgate - Shorncliffe,2761
Persons Aged 15 Years and Over Place of Work,Taigum - Fitzgibbon,1725
Persons Aged 15 Years and Over Place of Work,Zillmere,2025
Persons Aged 15 Years and Over Place of Work,Camp Hill,1836
Persons Aged 15 Years and Over Place of Work,Cannon Hill,4814
Persons Aged 15 Years and Over Place of Work,Carina,2247
Persons Aged 15 Years and Over Place of Work,Carina Heights,1228
Persons Aged 15 Years and Over Place of Work,Carindale,5643
Persons Aged 15 Years and Over Place of Work,Annerley,2613
Persons Aged 15 Years and Over Place of Work,Coorparoo,5570
Persons Aged 15 Years and Over Place of Work,Fairfield - Dutton Park,2371
Persons Aged 15 Years and Over Place of Work,Greenslopes,6469
Persons Aged 15 Years and Over Place of Work,Holland Park,1842
Persons Aged 15 Years and Over Place of Work,Holland Park West,952
Persons Aged 15 Years and Over Place of Work,Woolloongabba,15591
Persons Aged 15 Years and Over Place of Work,Yeronga,4056
Persons Aged 15 Years and Over Place of Work,Eight Mile Plains,9241
Persons Aged 15 Years and Over Place of Work,Macgregor (Qld),1843
Persons Aged 15 Years and Over Place of Work,Mansfield (Qld),3945
Persons Aged 15 Years and Over Place of Work,Mount Gravatt,4616
Persons Aged 15 Years and Over Place of Work,Rochedale - Burbank,1831
Persons Aged 15 Years and Over Place of Work,Upper Mount Gravatt,10556
Persons Aged 15 Years and Over Place of Work,Wishart,1533
Persons Aged 15 Years and Over Place of Work,Coopers Plains,6860
Persons Aged 15 Years and Over Place of Work,Moorooka,2863
Persons Aged 15 Years and Over Place of Work,Robertson,2070
Persons Aged 15 Years and Over Place of Work,Salisbury - Nathan,8056
Persons Aged 15 Years and Over Place of Work,Tarragindi,1175
Persons Aged 15 Years and Over Place of Work,Algester,1019
Persons Aged 15 Years and Over Place of Work,Calamvale - Stretton,4103
Persons Aged 15 Years and Over Place of Work,Pallara - Willawong,6867
Persons Aged 15 Years and Over Place of Work,Parkinson - Drewvale,2448
Persons Aged 15 Years and Over Place of Work,Rocklea - Acacia Ridge,23286
Persons Aged 15 Years and Over Place of Work,Kuraby,720
Persons Aged 15 Years and Over Place of Work,Runcorn,1879
Persons Aged 15 Years and Over Place of Work,Sunnybank,2304
Persons Aged 15 Years and Over Place of Work,Sunnybank Hills,3272
Persons Aged 15 Years and Over Place of Work,Jindalee - Mount Ommaney,3303
Persons Aged 15 Years and Over Place of Work,Middle Park - Jamboree Heights,1019
Persons Aged 15 Years and Over Place of Work,Riverhills,235
Persons Aged 15 Years and Over Place of Work,Seventeen Mile Rocks - Sinnamon Park,3913
Persons Aged 15 Years and Over Place of Work,Westlake,264
Persons Aged 15 Years and Over Place of Work,Bellbowrie - Moggill,1134
Persons Aged 15 Years and Over Place of Work,Brookfield - Kenmore Hills,1970
Persons Aged 15 Years and Over Place of Work,Chapel Hill,1334
Persons Aged 15 Years and Over Place of Work,Fig Tree Pocket,692
Persons Aged 15 Years and Over Place of Work,Kenmore,1899
Persons Aged 15 Years and Over Place of Work,Pinjarra Hills - Pullenvale,1360
Persons Aged 15 Years and Over Place of Work,Chelmer - Graceville,1420
Persons Aged 15 Years and Over Place of Work,Corinda,1700
Persons Aged 15 Years and Over Place of Work,Indooroopilly,8313
Persons Aged 15 Years and Over Place of Work,Sherwood,1230
Persons Aged 15 Years and Over Place of Work,St Lucia,10047
Persons Aged 15 Years and Over Place of Work,Taringa,2298
Persons Aged 15 Years and Over Place of Work,Enoggera,8111
Persons Aged 15 Years and Over Place of Work,Enoggera Reservoir,5
Persons Aged 15 Years and Over Place of Work,Keperra,1641
Persons Aged 15 Years and Over Place of Work,Mitchelton,3177
Persons Aged 15 Years and Over Place of Work,Mount Coot-tha,612
Persons Aged 15 Years and Over Place of Work,The Gap,2569
Persons Aged 15 Years and Over Place of Work,Upper Kedron - Ferny Grove,1398
Persons Aged 15 Years and Over Place of Work,Brisbane City,122488
Persons Aged 15 Years and Over Place of Work,Fortitude Valley,22089
Persons Aged 15 Years and Over Place of Work,Highgate Hill,582
Persons Aged 15 Years and Over Place of Work,Kangaroo Point,2665
Persons Aged 15 Years and Over Place of Work,New Farm,3942
Persons Aged 15 Years and Over Place of Work,South Brisbane,27491
Persons Aged 15 Years and Over Place of Work,Spring Hill,12629
Persons Aged 15 Years and Over Place of Work,West End,7295
Persons Aged 15 Years and Over Place of Work,Balmoral,837
Persons Aged 15 Years and Over Place of Work,Bulimba,2197
Persons Aged 15 Years and Over Place of Work,East Brisbane,3184
Persons Aged 15 Years and Over Place of Work,Hawthorne,1011
Persons Aged 15 Years and Over Place of Work,Morningside - Seven Hills,6200
Persons Aged 15 Years and Over Place of Work,Norman Park,862
Persons Aged 15 Years and Over Place of Work,Albion,5353
Persons Aged 15 Years and Over Place of Work,Alderley,1021
Persons Aged 15 Years and Over Place of Work,Ascot,1649
Persons Aged 15 Years and Over Place of Work,Clayfield,2287
Persons Aged 15 Years and Over Place of Work,Grange,920
Persons Aged 15 Years and Over Place of Work,Hamilton (Qld),2412
Persons Aged 15 Years and Over Place of Work,Hendra,2488
Persons Aged 15 Years and Over Place of Work,Kelvin Grove - Herston,16732
Persons Aged 15 Years and Over Place of Work,Newmarket,1605
Persons Aged 15 Years and Over Place of Work,Newstead - Bowen Hills,20347
Persons Aged 15 Years and Over Place of Work,Wilston,1048
Persons Aged 15 Years and Over Place of Work,Windsor,3344
Persons Aged 15 Years and Over Place of Work,Wooloowin - Lutwyche,3481
Persons Aged 15 Years and Over Place of Work,Ashgrove,3513
Persons Aged 15 Years and Over Place of Work,Auchenflower,3813
Persons Aged 15 Years and Over Place of Work,Bardon,1571
Persons Aged 15 Years and Over Place of Work,Paddington - Milton,16418
Persons Aged 15 Years and Over Place of Work,Red Hill (Qld),1764
Persons Aged 15 Years and Over Place of Work,Toowong,8837
Persons Aged 15 Years and Over Place of Work,Brinsmead,549
Persons Aged 15 Years and Over Place of Work,Clifton Beach - Kewarra Beach,1988
Persons Aged 15 Years and Over Place of Work,Freshwater - Stratford,3560
Persons Aged 15 Years and Over Place of Work,Redlynch,2637
Persons Aged 15 Years and Over Place of Work,Trinity Beach - Smithfield,4403
Persons Aged 15 Years and Over Place of Work,Yorkeys Knob - Machans Beach,654
Persons Aged 15 Years and Over Place of Work,Bentley Park,1349
Persons Aged 15 Years and Over Place of Work,Cairns City,21989
Persons Aged 15 Years and Over Place of Work,Earlville - Bayview Heights,2113
Persons Aged 15 Years and Over Place of Work,Edmonton,1645
Persons Aged 15 Years and Over Place of Work,Gordonvale - Trinity,2283
Persons Aged 15 Years and Over Place of Work,Kanimbla - Mooroobool,798
Persons Aged 15 Years and Over Place of Work,Lamb Range,0
Persons Aged 15 Years and Over Place of Work,Manoora,1050
Persons Aged 15 Years and Over Place of Work,Manunda,3876
Persons Aged 15 Years and Over Place of Work,Mount Sheridan,972
Persons Aged 15 Years and Over Place of Work,Westcourt - Bungalow,12580
Persons Aged 15 Years and Over Place of Work,White Rock,590
Persons Aged 15 Years and Over Place of Work,Whitfield - Edge Hill,1432
Persons Aged 15 Years and Over Place of Work,Woree,2041
Persons Aged 15 Years and Over Place of Work,Babinda,1186
Persons Aged 15 Years and Over Place of Work,Innisfail,4250
Persons Aged 15 Years and Over Place of Work,Johnstone,2411
Persons Aged 15 Years and Over Place of Work,Tully,4614
Persons Aged 15 Years and Over Place of Work,Wooroonooran,0
Persons Aged 15 Years and Over Place of Work,Yarrabah,448
Persons Aged 15 Years and Over Place of Work,Daintree,2284
Persons Aged 15 Years and Over Place of Work,Port Douglas,3296
Persons Aged 15 Years and Over Place of Work,Atherton,5041
Persons Aged 15 Years and Over Place of Work,Herberton,1381
Persons Aged 15 Years and Over Place of Work,Kuranda,1063
Persons Aged 15 Years and Over Place of Work,Malanda - Yungaburra,2154
Persons Aged 15 Years and Over Place of Work,Mareeba,4664
Persons Aged 15 Years and Over Place of Work,Balonne,2108
Persons Aged 15 Years and Over Place of Work,Chinchilla,3854
Persons Aged 15 Years and Over Place of Work,Goondiwindi,3029
Persons Aged 15 Years and Over Place of Work,Inglewood - Waggamba,1725
Persons Aged 15 Years and Over Place of Work,Miles - Wandoan,3419
Persons Aged 15 Years and Over Place of Work,Roma,4226
Persons Aged 15 Years and Over Place of Work,Roma Region,2814
Persons Aged 15 Years and Over Place of Work,Tara,1280
Persons Aged 15 Years and Over Place of Work,Crows Nest - Rosalie,2598
Persons Aged 15 Years and Over Place of Work,Jondaryan,4781
Persons Aged 15 Years and Over Place of Work,Millmerran,1539
Persons Aged 15 Years and Over Place of Work,Pittsworth,2125
Persons Aged 15 Years and Over Place of Work,Wambo,7695
Persons Aged 15 Years and Over Place of Work,Clifton - Greenmount,1420
Persons Aged 15 Years and Over Place of Work,Southern Downs - East,1084
Persons Aged 15 Years and Over Place of Work,Southern Downs - West,1168
Persons Aged 15 Years and Over Place of Work,Stanthorpe,2488
Persons Aged 15 Years and Over Place of Work,Stanthorpe Region,1628
Persons Aged 15 Years and Over Place of Work,Warwick,6962
Persons Aged 15 Years and Over Place of Work,Central Highlands - East,5568
Persons Aged 15 Years and Over Place of Work,Central Highlands - West,5314
Persons Aged 15 Years and Over Place of Work,Emerald,5475
Persons Aged 15 Years and Over Place of Work,Berserker,3363
Persons Aged 15 Years and Over Place of Work,Bouldercombe,431
Persons Aged 15 Years and Over Place of Work,Emu Park,785
Persons Aged 15 Years and Over Place of Work,Frenchville - Mount Archer,1047
Persons Aged 15 Years and Over Place of Work,Glenlee - Rockyview,842
Persons Aged 15 Years and Over Place of Work,Gracemere,2037
Persons Aged 15 Years and Over Place of Work,Lakes Creek,1193
Persons Aged 15 Years and Over Place of Work,Mount Morgan,440
Persons Aged 15 Years and Over Place of Work,Norman Gardens,2046
Persons Aged 15 Years and Over Place of Work,Park Avenue,3228
Persons Aged 15 Years and Over Place of Work,Parkhurst - Kawana,5728
Persons Aged 15 Years and Over Place of Work,Rockhampton - West,1177
Persons Aged 15 Years and Over Place of Work,Rockhampton City,10229
Persons Aged 15 Years and Over Place of Work,Rockhampton Region - East,838
Persons Aged 15 Years and Over Place of Work,Rockhampton Region - North,1081
Persons Aged 15 Years and Over Place of Work,Rockhampton Region - West,944
Persons Aged 15 Years and Over Place of Work,Shoalwater Bay,16
Persons Aged 15 Years and Over Place of Work,The Range - Allenstown,4707
Persons Aged 15 Years and Over Place of Work,Yeppoon,5317
Persons Aged 15 Years and Over Place of Work,Banana,5236
Persons Aged 15 Years and Over Place of Work,Biloela,2915
Persons Aged 15 Years and Over Place of Work,Agnes Water - Miriam Vale,1482
Persons Aged 15 Years and Over Place of Work,Boyne Island - Tannum Sands,2822
Persons Aged 15 Years and Over Place of Work,Callemondah,3339
Persons Aged 15 Years and Over Place of Work,Clinton - New Auckland,3075
Persons Aged 15 Years and Over Place of Work,Gladstone,6395
