Australian Bureau of Statistics,,
,,
"2016 Census - Counting Employed Persons, Place of Work (POW)",,
SA2 (POW),,
Counting: Persons Aged 15 Years and Over Place of Work,,
,,
Filters:,,
Default Summation,Persons Aged 15 Years and Over Place of Work,
,,
Counting,SA2 (POW),Count
Persons Aged 15 Years and Over Place of Work,Riverwood,1850
Persons Aged 15 Years and Over Place of Work,South Hurstville - Blakehurst,3773
Persons Aged 15 Years and Over Place of Work,Arncliffe - Bardwell Valley,4015
Persons Aged 15 Years and Over Place of Work,Bexley,3173
Persons Aged 15 Years and Over Place of Work,Kingsgrove (South) - Bardwell Park,2028
Persons Aged 15 Years and Over Place of Work,Kogarah,11120
Persons Aged 15 Years and Over Place of Work,Kogarah Bay - Carlton - Allawah,2494
Persons Aged 15 Years and Over Place of Work,Monterey - Brighton-le-Sands - Kyeemagh,2025
Persons Aged 15 Years and Over Place of Work,Rockdale - Banksia,5794
Persons Aged 15 Years and Over Place of Work,Sans Souci - Ramsgate,2405
Persons Aged 15 Years and Over Place of Work,Concord - Mortlake - Cabarita,4116
Persons Aged 15 Years and Over Place of Work,Concord West - North Strathfield,19823
Persons Aged 15 Years and Over Place of Work,Drummoyne - Rodd Point,4142
Persons Aged 15 Years and Over Place of Work,Five Dock - Abbotsford,5381
Persons Aged 15 Years and Over Place of Work,Balmain,4957
Persons Aged 15 Years and Over Place of Work,Leichhardt - Annandale,10432
Persons Aged 15 Years and Over Place of Work,Lilyfield - Rozelle,5760
Persons Aged 15 Years and Over Place of Work,Ashfield,7756
Persons Aged 15 Years and Over Place of Work,Burwood - Croydon,13316
Persons Aged 15 Years and Over Place of Work,Canterbury (North) - Ashbury,1578
Persons Aged 15 Years and Over Place of Work,Croydon Park - Enfield,2767
Persons Aged 15 Years and Over Place of Work,Dulwich Hill - Lewisham,2634
Persons Aged 15 Years and Over Place of Work,Haberfield - Summer Hill,3365
Persons Aged 15 Years and Over Place of Work,Homebush,10814
Persons Aged 15 Years and Over Place of Work,Strathfield,7730
Persons Aged 15 Years and Over Place of Work,Strathfield South,2673
Persons Aged 15 Years and Over Place of Work,Chatswood (East) - Artarmon,27655
Persons Aged 15 Years and Over Place of Work,Chatswood (West) - Lane Cove North,2997
Persons Aged 15 Years and Over Place of Work,Lane Cove - Greenwich,12450
Persons Aged 15 Years and Over Place of Work,St Leonards - Naremburn,29421
Persons Aged 15 Years and Over Place of Work,Willoughby - Castle Cove - Northbridge,7119
Persons Aged 15 Years and Over Place of Work,Asquith - Mount Colah,4566
Persons Aged 15 Years and Over Place of Work,Berowra - Brooklyn - Cowan,1665
Persons Aged 15 Years and Over Place of Work,Normanhurst - Thornleigh - Westleigh,5264
Persons Aged 15 Years and Over Place of Work,Hornsby - East,10162
Persons Aged 15 Years and Over Place of Work,Hornsby - West,2887
Persons Aged 15 Years and Over Place of Work,Waitara - Wahroonga (West),2439
Persons Aged 15 Years and Over Place of Work,Gordon - Killara,5482
Persons Aged 15 Years and Over Place of Work,Lindfield - Roseville,4723
Persons Aged 15 Years and Over Place of Work,Pymble,5593
Persons Aged 15 Years and Over Place of Work,St Ives,4290
Persons Aged 15 Years and Over Place of Work,Turramurra,3970
Persons Aged 15 Years and Over Place of Work,Wahroonga (East) - Warrawee,6232
Persons Aged 15 Years and Over Place of Work,Cremorne - Cammeray,3575
Persons Aged 15 Years and Over Place of Work,Crows Nest - Waverton,8773
Persons Aged 15 Years and Over Place of Work,Mosman,8738
Persons Aged 15 Years and Over Place of Work,Neutral Bay - Kirribilli,6670
Persons Aged 15 Years and Over Place of Work,North Sydney - Lavender Bay,48975
Persons Aged 15 Years and Over Place of Work,Balgowlah - Clontarf - Seaforth,5050
Persons Aged 15 Years and Over Place of Work,Manly - Fairlight,8693
Persons Aged 15 Years and Over Place of Work,Avalon - Palm Beach,3491
Persons Aged 15 Years and Over Place of Work,Bayview - Elanora Heights,2107
Persons Aged 15 Years and Over Place of Work,Newport - Bilgola,2629
Persons Aged 15 Years and Over Place of Work,Warriewood - Mona Vale,12935
Persons Aged 15 Years and Over Place of Work,Beacon Hill - Narraweena,1408
Persons Aged 15 Years and Over Place of Work,Cromer,2838
Persons Aged 15 Years and Over Place of Work,Dee Why - North Curl Curl,5647
Persons Aged 15 Years and Over Place of Work,Forestville - Killarney Heights,2392
Persons Aged 15 Years and Over Place of Work,Frenchs Forest - Belrose,14151
Persons Aged 15 Years and Over Place of Work,Freshwater - Brookvale,16182
Persons Aged 15 Years and Over Place of Work,Manly Vale - Allambie Heights,3507
Persons Aged 15 Years and Over Place of Work,Narrabeen - Collaroy,4821
Persons Aged 15 Years and Over Place of Work,Terrey Hills - Duffys Forest,2390
Persons Aged 15 Years and Over Place of Work,Camden - Ellis Lane,4870
Persons Aged 15 Years and Over Place of Work,Elderslie - Harrington Park,5963
Persons Aged 15 Years and Over Place of Work,Mount Annan - Currans Hill,9529
Persons Aged 15 Years and Over Place of Work,Bradbury - Wedderburn,1785
Persons Aged 15 Years and Over Place of Work,Campbelltown - Woodbine,18327
Persons Aged 15 Years and Over Place of Work,Claymore - Eagle Vale - Raby,2086
Persons Aged 15 Years and Over Place of Work,Holsworthy Military Area,0
Persons Aged 15 Years and Over Place of Work,Ingleburn - Denham Court,11319
Persons Aged 15 Years and Over Place of Work,Leumeah - Minto Heights,1456
Persons Aged 15 Years and Over Place of Work,Macquarie Fields - Glenfield,3268
Persons Aged 15 Years and Over Place of Work,Minto - St Andrews,7726
Persons Aged 15 Years and Over Place of Work,Rosemeadow - Glen Alpine,2245
Persons Aged 15 Years and Over Place of Work,Bargo,1222
Persons Aged 15 Years and Over Place of Work,Douglas Park - Appin,3072
Persons Aged 15 Years and Over Place of Work,Picton - Tahmoor - Buxton,4373
Persons Aged 15 Years and Over Place of Work,The Oaks - Oakdale,1415
Persons Aged 15 Years and Over Place of Work,Blackheath - Megalong Valley,1214
Persons Aged 15 Years and Over Place of Work,Blaxland - Warrimoo - Lapstone,3182
Persons Aged 15 Years and Over Place of Work,Blue Mountains - North,44
Persons Aged 15 Years and Over Place of Work,Katoomba - Leura,6520
Persons Aged 15 Years and Over Place of Work,Lawson - Hazelbrook - Linden,1548
Persons Aged 15 Years and Over Place of Work,Springwood - Winmalee,4737
Persons Aged 15 Years and Over Place of Work,Wentworth Falls,1126
Persons Aged 15 Years and Over Place of Work,Blue Mountains - South,16
Persons Aged 15 Years and Over Place of Work,Cambridge Park,1322
Persons Aged 15 Years and Over Place of Work,Castlereagh - Cranebrook,2977
Persons Aged 15 Years and Over Place of Work,Emu Plains - Leonay,4355
Persons Aged 15 Years and Over Place of Work,Glenmore Park - Regentville,2101
Persons Aged 15 Years and Over Place of Work,Jamisontown - South Penrith,5581
Persons Aged 15 Years and Over Place of Work,Kingswood - Werrington,8588
Persons Aged 15 Years and Over Place of Work,Mulgoa - Luddenham - Orchard Hills,2578
Persons Aged 15 Years and Over Place of Work,Penrith,20148
Persons Aged 15 Years and Over Place of Work,Warragamba - Silverdale,907
Persons Aged 15 Years and Over Place of Work,Richmond - Clarendon,8281
Persons Aged 15 Years and Over Place of Work,Windsor - Bligh Park,6783
Persons Aged 15 Years and Over Place of Work,Yarramundi - Londonderry,1998
Persons Aged 15 Years and Over Place of Work,Erskine Park,5679
Persons Aged 15 Years and Over Place of Work,St Clair,1847
Persons Aged 15 Years and Over Place of Work,Colyton - Oxley Park,1048
Persons Aged 15 Years and Over Place of Work,St Marys - North St Marys,9678
Persons Aged 15 Years and Over Place of Work,Homebush Bay - Silverwater,26520
Persons Aged 15 Years and Over Place of Work,Rookwood Cemetery,165
Persons Aged 15 Years and Over Place of Work,Auburn - Central,5477
Persons Aged 15 Years and Over Place of Work,Auburn - North,4292
Persons Aged 15 Years and Over Place of Work,Auburn - South,2438
Persons Aged 15 Years and Over Place of Work,Berala,664
Persons Aged 15 Years and Over Place of Work,Lidcombe,12089
Persons Aged 15 Years and Over Place of Work,Regents Park,2712
Persons Aged 15 Years and Over Place of Work,Carlingford,4658
Persons Aged 15 Years and Over Place of Work,Ermington - Rydalmere,13360
Persons Aged 15 Years and Over Place of Work,Oatlands - Dundas Valley,1788
Persons Aged 15 Years and Over Place of Work,Chester Hill - Sefton,7811
Persons Aged 15 Years and Over Place of Work,Fairfield - East,5564
Persons Aged 15 Years and Over Place of Work,Granville - Clyde,6573
Persons Aged 15 Years and Over Place of Work,Greystanes - Pemulwuy,5678
Persons Aged 15 Years and Over Place of Work,Guildford - South Granville,3846
Persons Aged 15 Years and Over Place of Work,Guildford West - Merrylands West,2496
Persons Aged 15 Years and Over Place of Work,Merrylands - Holroyd,5745
Persons Aged 15 Years and Over Place of Work,Smithfield Industrial,9767
Persons Aged 15 Years and Over Place of Work,Yennora Industrial,2912
Persons Aged 15 Years and Over Place of Work,North Parramatta,8855
Persons Aged 15 Years and Over Place of Work,North Rocks,3708
Persons Aged 15 Years and Over Place of Work,Northmead,17079
Persons Aged 15 Years and Over Place of Work,Parramatta - Rosehill,50227
Persons Aged 15 Years and Over Place of Work,Toongabbie - Constitution Hill,3275
Persons Aged 15 Years and Over Place of Work,Winston Hills,2435
Persons Aged 15 Years and Over Place of Work,Pendle Hill - Girraween,5446
Persons Aged 15 Years and Over Place of Work,Wentworthville - Westmead,2768
Persons Aged 15 Years and Over Place of Work,Epping - North Epping,4835
Persons Aged 15 Years and Over Place of Work,Pennant Hills - Cheltenham,5727
Persons Aged 15 Years and Over Place of Work,Eastwood - Denistone,5784
Persons Aged 15 Years and Over Place of Work,Gladesville - Huntleys Point,6287
Persons Aged 15 Years and Over Place of Work,Hunters Hill - Woolwich,2956
Persons Aged 15 Years and Over Place of Work,Macquarie Park - Marsfield,48394
Persons Aged 15 Years and Over Place of Work,North Ryde - East Ryde,11976
Persons Aged 15 Years and Over Place of Work,West Ryde - Meadowbank,5531
Persons Aged 15 Years and Over Place of Work,Putney,567
Persons Aged 15 Years and Over Place of Work,Ryde,7551
Persons Aged 15 Years and Over Place of Work,Ashcroft - Busby - Miller,1585
Persons Aged 15 Years and Over Place of Work,Austral - Greendale,3240
Persons Aged 15 Years and Over Place of Work,Cobbitty - Leppington,4354
Persons Aged 15 Years and Over Place of Work,Badgerys Creek,13
Persons Aged 15 Years and Over Place of Work,Cecil Hills,762
Persons Aged 15 Years and Over Place of Work,Green Valley,1442
Persons Aged 15 Years and Over Place of Work,Hinchinbrook,1116
Persons Aged 15 Years and Over Place of Work,Hoxton Park - Carnes Hill - Horningsea Park,2012
Persons Aged 15 Years and Over Place of Work,West Hoxton - Middleton Grange,1452
Persons Aged 15 Years and Over Place of Work,Bonnyrigg Heights - Bonnyrigg,2225
Persons Aged 15 Years and Over Place of Work,Bossley Park - Abbotsbury,1830
Persons Aged 15 Years and Over Place of Work,Cabramatta - Lansvale,6810
Persons Aged 15 Years and Over Place of Work,Cabramatta West - Mount Pritchard,1649
Persons Aged 15 Years and Over Place of Work,Canley Vale - Canley Heights,2433
Persons Aged 15 Years and Over Place of Work,Edensor Park,989
Persons Aged 15 Years and Over Place of Work,Fairfield,5542
Persons Aged 15 Years and Over Place of Work,Fairfield - West,1818
Persons Aged 15 Years and Over Place of Work,Greenfield Park - Prairiewood,3500
Persons Aged 15 Years and Over Place of Work,Horsley Park - Kemps Creek,3079
Persons Aged 15 Years and Over Place of Work,Smithfield - Wetherill Park,3661
Persons Aged 15 Years and Over Place of Work,St Johns Park - Wakeley,1505
Persons Aged 15 Years and Over Place of Work,Wetherill Park Industrial,17575
Persons Aged 15 Years and Over Place of Work,Casula,3107
Persons Aged 15 Years and Over Place of Work,Chipping Norton - Moorebank,12959
Persons Aged 15 Years and Over Place of Work,Holsworthy - Wattle Grove,6407
Persons Aged 15 Years and Over Place of Work,Liverpool,19524
Persons Aged 15 Years and Over Place of Work,Lurnea - Cartwright,1083
Persons Aged 15 Years and Over Place of Work,Prestons - Edmondson Park,9308
Persons Aged 15 Years and Over Place of Work,Warwick Farm,3496
Persons Aged 15 Years and Over Place of Work,Gymea - Grays Point,2818
Persons Aged 15 Years and Over Place of Work,Miranda - Yowie Bay,10713
Persons Aged 15 Years and Over Place of Work,Sylvania - Taren Point,5788
Persons Aged 15 Years and Over Place of Work,Caringbah,11448
Persons Aged 15 Years and Over Place of Work,Caringbah South,887
Persons Aged 15 Years and Over Place of Work,Cronulla - Kurnell - Bundeena,6435
Persons Aged 15 Years and Over Place of Work,Lilli Pilli - Port Hacking - Dolans Bay,311
Persons Aged 15 Years and Over Place of Work,Woolaware - Burraneer,1672
Persons Aged 15 Years and Over Place of Work,Heathcote - Waterfall,1477
Persons Aged 15 Years and Over Place of Work,Illawong - Alfords Point,1334
Persons Aged 15 Years and Over Place of Work,Menai - Lucas Heights - Woronora,5760
Persons Aged 15 Years and Over Place of Work,Oyster Bay - Como - Jannali,2859
Persons Aged 15 Years and Over Place of Work,Royal National Park,92
Persons Aged 15 Years and Over Place of Work,Sutherland - Kirrawee,10546
Persons Aged 15 Years and Over Place of Work,Engadine,3368
Persons Aged 15 Years and Over Place of Work,Loftus - Yarrawarrah,654
Persons Aged 15 Years and Over Place of Work,Woronora Heights,228
Persons Aged 15 Years and Over Place of Work,Migratory - Offshore - Shipping (NSW),86
Persons Aged 15 Years and Over Place of Work,POW No Fixed Address (NSW),143368
Persons Aged 15 Years and Over Place of Work,Alfredton,4051
Persons Aged 15 Years and Over Place of Work,Ballarat,17451
Persons Aged 15 Years and Over Place of Work,Ballarat - North,3727
Persons Aged 15 Years and Over Place of Work,Ballarat - South,5129
Persons Aged 15 Years and Over Place of Work,Buninyong,2941
Persons Aged 15 Years and Over Place of Work,Delacombe,2921
Persons Aged 15 Years and Over Place of Work,Smythes Creek,330
Persons Aged 15 Years and Over Place of Work,Wendouree - Miners Rest,9171
Persons Aged 15 Years and Over Place of Work,Bacchus Marsh Region,1433
Persons Aged 15 Years and Over Place of Work,Creswick - Clunes,1925
Persons Aged 15 Years and Over Place of Work,Daylesford,3091
Persons Aged 15 Years and Over Place of Work,Gordon (Vic.),863
Persons Aged 15 Years and Over Place of Work,Avoca,896
Persons Aged 15 Years and Over Place of Work,Beaufort,1209
Persons Aged 15 Years and Over Place of Work,Golden Plains - North,554
Persons Aged 15 Years and Over Place of Work,Maryborough (Vic.),3347
Persons Aged 15 Years and Over Place of Work,Maryborough Region,831
Persons Aged 15 Years and Over Place of Work,Bendigo,20380
Persons Aged 15 Years and Over Place of Work,California Gully - Eaglehawk,2083
Persons Aged 15 Years and Over Place of Work,East Bendigo - Kennington,5401
Persons Aged 15 Years and Over Place of Work,Flora Hill - Spring Gully,1667
Persons Aged 15 Years and Over Place of Work,Kangaroo Flat - Golden Square,6451
Persons Aged 15 Years and Over Place of Work,Maiden Gully,576
Persons Aged 15 Years and Over Place of Work,Strathfieldsaye,1306
Persons Aged 15 Years and Over Place of Work,White Hills - Ascot,3155
Persons Aged 15 Years and Over Place of Work,Bendigo Region - South,1536
Persons Aged 15 Years and Over Place of Work,Castlemaine,5469
Persons Aged 15 Years and Over Place of Work,Castlemaine Region,1514
Persons Aged 15 Years and Over Place of Work,Heathcote,1112
Persons Aged 15 Years and Over Place of Work,Kyneton,4093
Persons Aged 15 Years and Over Place of Work,Woodend,1751
Persons Aged 15 Years and Over Place of Work,Bendigo Region - North,1403
Persons Aged 15 Years and Over Place of Work,Loddon,2501
Persons Aged 15 Years and Over Place of Work,Bannockburn,1239
Persons Aged 15 Years and Over Place of Work,Golden Plains - South,1204
Persons Aged 15 Years and Over Place of Work,Winchelsea,1408
Persons Aged 15 Years and Over Place of Work,Belmont,5394
Persons Aged 15 Years and Over Place of Work,Corio - Norlane,7506
Persons Aged 15 Years and Over Place of Work,Geelong,31099
Persons Aged 15 Years and Over Place of Work,Geelong West - Hamlyn Heights,5249
Persons Aged 15 Years and Over Place of Work,Grovedale,5942
Persons Aged 15 Years and Over Place of Work,Highton,4868
Persons Aged 15 Years and Over Place of Work,Lara,5672
Persons Aged 15 Years and Over Place of Work,Leopold,1346
Persons Aged 15 Years and Over Place of Work,Newcomb - Moolap,4581
Persons Aged 15 Years and Over Place of Work,Newtown (Vic.),4295
Persons Aged 15 Years and Over Place of Work,North Geelong - Bell Park,10531
Persons Aged 15 Years and Over Place of Work,Clifton Springs,2354
Persons Aged 15 Years and Over Place of Work,Lorne - Anglesea,1916
Persons Aged 15 Years and Over Place of Work,Ocean Grove - Barwon Heads,4892
Persons Aged 15 Years and Over Place of Work,Portarlington,1066
Persons Aged 15 Years and Over Place of Work,Point Lonsdale - Queenscliff,1569
Persons Aged 15 Years and Over Place of Work,Torquay,5344
Persons Aged 15 Years and Over Place of Work,Alexandra,2467
Persons Aged 15 Years and Over Place of Work,Euroa,2124
Persons Aged 15 Years and Over Place of Work,Kilmore - Broadford,3767
Persons Aged 15 Years and Over Place of Work,Mansfield (Vic.),4018
Persons Aged 15 Years and Over Place of Work,Nagambie,1403
Persons Aged 15 Years and Over Place of Work,Seymour,2788
Persons Aged 15 Years and Over Place of Work,Seymour Region,2013
Persons Aged 15 Years and Over Place of Work,Upper Yarra Valley,9
Persons Aged 15 Years and Over Place of Work,Yea,1015
Persons Aged 15 Years and Over Place of Work,Benalla,4362
Persons Aged 15 Years and Over Place of Work,Benalla Region,751
Persons Aged 15 Years and Over Place of Work,Rutherglen,1573
Persons Aged 15 Years and Over Place of Work,Wangaratta,9798
Persons Aged 15 Years and Over Place of Work,Wangaratta Region,2518
Persons Aged 15 Years and Over Place of Work,Beechworth,1573
Persons Aged 15 Years and Over Place of Work,Bright - Mount Beauty,3945
Persons Aged 15 Years and Over Place of Work,Chiltern - Indigo Valley,531
Persons Aged 15 Years and Over Place of Work,Myrtleford,1889
Persons Aged 15 Years and Over Place of Work,Towong,2011
Persons Aged 15 Years and Over Place of Work,West Wodonga,4398
Persons Aged 15 Years and Over Place of Work,Wodonga,14407
Persons Aged 15 Years and Over Place of Work,Yackandandah,1163
Persons Aged 15 Years and Over Place of Work,Drouin,3586
Persons Aged 15 Years and Over Place of Work,Mount Baw Baw Region,1570
Persons Aged 15 Years and Over Place of Work,Trafalgar (Vic.),1892
Persons Aged 15 Years and Over Place of Work,Warragul,8810
Persons Aged 15 Years and Over Place of Work,Alps - East,5
Persons Aged 15 Years and Over Place of Work,Bairnsdale,8574
Persons Aged 15 Years and Over Place of Work,Bruthen - Omeo,1756
Persons Aged 15 Years and Over Place of Work,Lake King,0
Persons Aged 15 Years and Over Place of Work,Lakes Entrance,2542
Persons Aged 15 Years and Over Place of Work,Orbost,2069
Persons Aged 15 Years and Over Place of Work,Paynesville,787
Persons Aged 15 Years and Over Place of Work,Foster,2862
Persons Aged 15 Years and Over Place of Work,French Island,64
Persons Aged 15 Years and Over Place of Work,Korumburra,2609
Persons Aged 15 Years and Over Place of Work,Leongatha,5228
Persons Aged 15 Years and Over Place of Work,Phillip Island,3223
Persons Aged 15 Years and Over Place of Work,Wilsons Promontory,34
Persons Aged 15 Years and Over Place of Work,Wonthaggi - Inverloch,6994
Persons Aged 15 Years and Over Place of Work,Churchill,3950
Persons Aged 15 Years and Over Place of Work,Moe - Newborough,4660
Persons Aged 15 Years and Over Place of Work,Morwell,9354
Persons Aged 15 Years and Over Place of Work,Traralgon,12201
Persons Aged 15 Years and Over Place of Work,Yallourn North - Glengarry,407
Persons Aged 15 Years and Over Place of Work,Alps - West,22
Persons Aged 15 Years and Over Place of Work,Longford - Loch Sport,2721
Persons Aged 15 Years and Over Place of Work,Maffra,3940
Persons Aged 15 Years and Over Place of Work,Rosedale,1304
Persons Aged 15 Years and Over Place of Work,Sale,7223
Persons Aged 15 Years and Over Place of Work,Yarram,1814
Persons Aged 15 Years and Over Place of Work,Brunswick,11354
Persons Aged 15 Years and Over Place of Work,Brunswick East,2669
Persons Aged 15 Years and Over Place of Work,Brunswick West,1459
Persons Aged 15 Years and Over Place of Work,Coburg,7673
Persons Aged 15 Years and Over Place of Work,Pascoe Vale South,1018
Persons Aged 15 Years and Over Place of Work,Alphington - Fairfield,3794
Persons Aged 15 Years and Over Place of Work,Northcote,6128
Persons Aged 15 Years and Over Place of Work,Thornbury,4337
Persons Aged 15 Years and Over Place of Work,Ascot Vale,2314
Persons Aged 15 Years and Over Place of Work,Essendon - Aberfeldie,7756
Persons Aged 15 Years and Over Place of Work,Flemington,2526
Persons Aged 15 Years and Over Place of Work,Moonee Ponds,7859
Persons Aged 15 Years and Over Place of Work,Carlton,15652
Persons Aged 15 Years and Over Place of Work,Docklands,57555
Persons Aged 15 Years and Over Place of Work,East Melbourne,19911
Persons Aged 15 Years and Over Place of Work,Flemington Racecourse,1472
Persons Aged 15 Years and Over Place of Work,Kensington (Vic.),4332
Persons Aged 15 Years and Over Place of Work,Melbourne,221136
Persons Aged 15 Years and Over Place of Work,North Melbourne,15262
Persons Aged 15 Years and Over Place of Work,Parkville,28207
Persons Aged 15 Years and Over Place of Work,South Yarra - West,16134
Persons Aged 15 Years and Over Place of Work,Southbank,38778
Persons Aged 15 Years and Over Place of Work,West Melbourne,4024
Persons Aged 15 Years and Over Place of Work,Albert Park,16523
Persons Aged 15 Years and Over Place of Work,Elwood,2266
Persons Aged 15 Years and Over Place of Work,Port Melbourne,4571
Persons Aged 15 Years and Over Place of Work,Port Melbourne Industrial,22785
Persons Aged 15 Years and Over Place of Work,South Melbourne,26020
Persons Aged 15 Years and Over Place of Work,St Kilda,14830
Persons Aged 15 Years and Over Place of Work,St Kilda East,3087
Persons Aged 15 Years and Over Place of Work,Armadale,6059
Persons Aged 15 Years and Over Place of Work,Prahran - Windsor,10220
Persons Aged 15 Years and Over Place of Work,South Yarra - East,12738
Persons Aged 15 Years and Over Place of Work,Toorak,4633
Persons Aged 15 Years and Over Place of Work,Abbotsford,9865
Persons Aged 15 Years and Over Place of Work,Carlton North - Princes Hill,2048
Persons Aged 15 Years and Over Place of Work,Collingwood,11593
Persons Aged 15 Years and Over Place of Work,Fitzroy,14205
Persons Aged 15 Years and Over Place of Work,Fitzroy North,3631
Persons Aged 15 Years and Over Place of Work,Richmond (Vic.),36837
Persons Aged 15 Years and Over Place of Work,Yarra - North,3211
Persons Aged 15 Years and Over Place of Work,Ashburton (Vic.),2105
Persons Aged 15 Years and Over Place of Work,Balwyn,4938
Persons Aged 15 Years and Over Place of Work,Balwyn North,3234
Persons Aged 15 Years and Over Place of Work,Camberwell,8602
Persons Aged 15 Years and Over Place of Work,Glen Iris - East,6616
Persons Aged 15 Years and Over Place of Work,Hawthorn,15456
Persons Aged 15 Years and Over Place of Work,Hawthorn East,10112
Persons Aged 15 Years and Over Place of Work,Kew,12492
Persons Aged 15 Years and Over Place of Work,Kew East,2116
Persons Aged 15 Years and Over Place of Work,Surrey Hills (West) - Canterbury,5718
Persons Aged 15 Years and Over Place of Work,Bulleen,2710
Persons Aged 15 Years and Over Place of Work,Doncaster,9614
Persons Aged 15 Years and Over Place of Work,Templestowe,2605
Persons Aged 15 Years and Over Place of Work,Templestowe Lower,2998
Persons Aged 15 Years and Over Place of Work,Doncaster East (North),2330
Persons Aged 15 Years and Over Place of Work,Doncaster East (South),4074
Persons Aged 15 Years and Over Place of Work,Blackburn,8341
Persons Aged 15 Years and Over Place of Work,Blackburn South,1584
Persons Aged 15 Years and Over Place of Work,Box Hill,18955
Persons Aged 15 Years and Over Place of Work,Box Hill North,2174
Persons Aged 15 Years and Over Place of Work,Burwood,7391
Persons Aged 15 Years and Over Place of Work,Burwood East,5635
Persons Aged 15 Years and Over Place of Work,Surrey Hills (East) - Mont Albert,2540
Persons Aged 15 Years and Over Place of Work,Beaumaris,2250
Persons Aged 15 Years and Over Place of Work,Brighton (Vic.),9512
Persons Aged 15 Years and Over Place of Work,Brighton East,2986
Persons Aged 15 Years and Over Place of Work,Cheltenham - Highett (West),5546
Persons Aged 15 Years and Over Place of Work,Hampton,4065
Persons Aged 15 Years and Over Place of Work,Sandringham - Black Rock,5180
Persons Aged 15 Years and Over Place of Work,Bentleigh - McKinnon,5751
Persons Aged 15 Years and Over Place of Work,Carnegie,3369
Persons Aged 15 Years and Over Place of Work,Caulfield - North,7131
Persons Aged 15 Years and Over Place of Work,Caulfield - South,5804
Persons Aged 15 Years and Over Place of Work,Elsternwick,4662
Persons Aged 15 Years and Over Place of Work,Hughesdale,1435
Persons Aged 15 Years and Over Place of Work,Murrumbeena,1353
Persons Aged 15 Years and Over Place of Work,Ormond - Glen Huntly,2521
Persons Aged 15 Years and Over Place of Work,Bentleigh East (North),4689
Persons Aged 15 Years and Over Place of Work,Bentleigh East (South),1890
Persons Aged 15 Years and Over Place of Work,Aspendale Gardens - Waterways,1009
Persons Aged 15 Years and Over Place of Work,Braeside,12164
Persons Aged 15 Years and Over Place of Work,Carrum - Patterson Lakes,1856
Persons Aged 15 Years and Over Place of Work,Chelsea - Bonbeach,2141
Persons Aged 15 Years and Over Place of Work,Chelsea Heights,1561
Persons Aged 15 Years and Over Place of Work,Cheltenham - Highett (East),13587
Persons Aged 15 Years and Over Place of Work,Edithvale - Aspendale,1825
Persons Aged 15 Years and Over Place of Work,Mentone,4962
Persons Aged 15 Years and Over Place of Work,Moorabbin - Heatherton,15332
Persons Aged 15 Years and Over Place of Work,Moorabbin Airport,2494
Persons Aged 15 Years and Over Place of Work,Mordialloc - Parkdale,6177
Persons Aged 15 Years and Over Place of Work,Malvern - Glen Iris,10501
Persons Aged 15 Years and Over Place of Work,Malvern East,10812
Persons Aged 15 Years and Over Place of Work,Bundoora - East,2115
Persons Aged 15 Years and Over Place of Work,Greensborough,6161
Persons Aged 15 Years and Over Place of Work,Heidelberg - Rosanna,13566
Persons Aged 15 Years and Over Place of Work,Heidelberg West,6685
Persons Aged 15 Years and Over Place of Work,Ivanhoe,3845
Persons Aged 15 Years and Over Place of Work,Ivanhoe East - Eaglemont,1338
Persons Aged 15 Years and Over Place of Work,Montmorency - Briar Hill,2646
Persons Aged 15 Years and Over Place of Work,Viewbank - Yallambie,2722
Persons Aged 15 Years and Over Place of Work,Watsonia,1274
Persons Aged 15 Years and Over Place of Work,Kingsbury,6212
Persons Aged 15 Years and Over Place of Work,Reservoir - East,3080
Persons Aged 15 Years and Over Place of Work,Reservoir - West,5171
Persons Aged 15 Years and Over Place of Work,Preston - East,16917
Persons Aged 15 Years and Over Place of Work,Preston - West,2039
Persons Aged 15 Years and Over Place of Work,Eltham,6208
Persons Aged 15 Years and Over Place of Work,Hurstbridge,580
Persons Aged 15 Years and Over Place of Work,Kinglake,697
Persons Aged 15 Years and Over Place of Work,Panton Hill - St Andrews,979
Persons Aged 15 Years and Over Place of Work,Plenty - Yarrambat,1927
Persons Aged 15 Years and Over Place of Work,Research - North Warrandyte,1217
Persons Aged 15 Years and Over Place of Work,Wattle Glen - Diamond Creek,2399
Persons Aged 15 Years and Over Place of Work,Bundoora - North,3721
Persons Aged 15 Years and Over Place of Work,Bundoora - West,2007
Persons Aged 15 Years and Over Place of Work,Lalor,2841
Persons Aged 15 Years and Over Place of Work,Mill Park - North,4664
Persons Aged 15 Years and Over Place of Work,Mill Park - South,802
Persons Aged 15 Years and Over Place of Work,Thomastown,14790
Persons Aged 15 Years and Over Place of Work,Wallan,2264
Persons Aged 15 Years and Over Place of Work,Whittlesea,1841
Persons Aged 15 Years and Over Place of Work,Doreen,2612
Persons Aged 15 Years and Over Place of Work,Epping - East,1180
Persons Aged 15 Years and Over Place of Work,Epping - South,11389
Persons Aged 15 Years and Over Place of Work,Epping - West,1687
Persons Aged 15 Years and Over Place of Work,Mernda,1397
Persons Aged 15 Years and Over Place of Work,South Morang (North),792
Persons Aged 15 Years and Over Place of Work,South Morang (South),2741
Persons Aged 15 Years and Over Place of Work,Wollert,677
Persons Aged 15 Years and Over Place of Work,Airport West,4514
