Australian Bureau of Statistics

"2016 Census - Counting Employed Persons, Place of Work (POW)"
"SA2 (POW) by HEAP - 1 Digit Level"
"Counting: Persons Aged 15 Years and Over Place of Work"

Filters:
"Default Summation","Persons Aged 15 Years and Over Place of Work"

"Counting","SA2 (POW)","HEAP - 1 Digit Level","Count",
"Persons Aged 15 Years and Over Place of Work","Huskisson - Vincentia","Supplementary Codes",39
"Persons Aged 15 Years and Over Place of Work","Huskisson - Vincentia","Not stated",51
"Persons Aged 15 Years and Over Place of Work","Huskisson - Vincentia","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Huskisson - Vincentia","Total",1827
"Persons Aged 15 Years and Over Place of Work","North Nowra - Bomaderry","Bachelor Degree Level",481
"Persons Aged 15 Years and Over Place of Work","North Nowra - Bomaderry","Certificate III & IV Level",1311
"Persons Aged 15 Years and Over Place of Work","North Nowra - Bomaderry","Postgraduate Degree Level",130
"Persons Aged 15 Years and Over Place of Work","North Nowra - Bomaderry","Graduate Diploma and Graduate Certificate Level",92
"Persons Aged 15 Years and Over Place of Work","North Nowra - Bomaderry","Advanced Diploma and Diploma Level",413
"Persons Aged 15 Years and Over Place of Work","North Nowra - Bomaderry","Secondary Education - Years 10 and above",1211
"Persons Aged 15 Years and Over Place of Work","North Nowra - Bomaderry","Certificate I & II Level",10
"Persons Aged 15 Years and Over Place of Work","North Nowra - Bomaderry","Secondary Education - Years 9 and below",217
"Persons Aged 15 Years and Over Place of Work","North Nowra - Bomaderry","Supplementary Codes",139
"Persons Aged 15 Years and Over Place of Work","North Nowra - Bomaderry","Not stated",116
"Persons Aged 15 Years and Over Place of Work","North Nowra - Bomaderry","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","North Nowra - Bomaderry","Total",4116
"Persons Aged 15 Years and Over Place of Work","Nowra","Bachelor Degree Level",2245
"Persons Aged 15 Years and Over Place of Work","Nowra","Certificate III & IV Level",4087
"Persons Aged 15 Years and Over Place of Work","Nowra","Postgraduate Degree Level",590
"Persons Aged 15 Years and Over Place of Work","Nowra","Graduate Diploma and Graduate Certificate Level",436
"Persons Aged 15 Years and Over Place of Work","Nowra","Advanced Diploma and Diploma Level",1986
"Persons Aged 15 Years and Over Place of Work","Nowra","Secondary Education - Years 10 and above",4164
"Persons Aged 15 Years and Over Place of Work","Nowra","Certificate I & II Level",22
"Persons Aged 15 Years and Over Place of Work","Nowra","Secondary Education - Years 9 and below",581
"Persons Aged 15 Years and Over Place of Work","Nowra","Supplementary Codes",525
"Persons Aged 15 Years and Over Place of Work","Nowra","Not stated",433
"Persons Aged 15 Years and Over Place of Work","Nowra","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Nowra","Total",15066
"Persons Aged 15 Years and Over Place of Work","St Georges Basin - Erowal Bay","Bachelor Degree Level",164
"Persons Aged 15 Years and Over Place of Work","St Georges Basin - Erowal Bay","Certificate III & IV Level",483
"Persons Aged 15 Years and Over Place of Work","St Georges Basin - Erowal Bay","Postgraduate Degree Level",25
"Persons Aged 15 Years and Over Place of Work","St Georges Basin - Erowal Bay","Graduate Diploma and Graduate Certificate Level",23
"Persons Aged 15 Years and Over Place of Work","St Georges Basin - Erowal Bay","Advanced Diploma and Diploma Level",140
"Persons Aged 15 Years and Over Place of Work","St Georges Basin - Erowal Bay","Secondary Education - Years 10 and above",492
"Persons Aged 15 Years and Over Place of Work","St Georges Basin - Erowal Bay","Certificate I & II Level",3
"Persons Aged 15 Years and Over Place of Work","St Georges Basin - Erowal Bay","Secondary Education - Years 9 and below",73
"Persons Aged 15 Years and Over Place of Work","St Georges Basin - Erowal Bay","Supplementary Codes",70
"Persons Aged 15 Years and Over Place of Work","St Georges Basin - Erowal Bay","Not stated",43
"Persons Aged 15 Years and Over Place of Work","St Georges Basin - Erowal Bay","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","St Georges Basin - Erowal Bay","Total",1519
"Persons Aged 15 Years and Over Place of Work","Sussex Inlet - Berrara","Bachelor Degree Level",69
"Persons Aged 15 Years and Over Place of Work","Sussex Inlet - Berrara","Certificate III & IV Level",233
"Persons Aged 15 Years and Over Place of Work","Sussex Inlet - Berrara","Postgraduate Degree Level",18
"Persons Aged 15 Years and Over Place of Work","Sussex Inlet - Berrara","Graduate Diploma and Graduate Certificate Level",11
"Persons Aged 15 Years and Over Place of Work","Sussex Inlet - Berrara","Advanced Diploma and Diploma Level",57
"Persons Aged 15 Years and Over Place of Work","Sussex Inlet - Berrara","Secondary Education - Years 10 and above",207
"Persons Aged 15 Years and Over Place of Work","Sussex Inlet - Berrara","Certificate I & II Level",0
"Persons Aged 15 Years and Over Place of Work","Sussex Inlet - Berrara","Secondary Education - Years 9 and below",33
"Persons Aged 15 Years and Over Place of Work","Sussex Inlet - Berrara","Supplementary Codes",42
"Persons Aged 15 Years and Over Place of Work","Sussex Inlet - Berrara","Not stated",27
"Persons Aged 15 Years and Over Place of Work","Sussex Inlet - Berrara","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Sussex Inlet - Berrara","Total",692
"Persons Aged 15 Years and Over Place of Work","Tomerong - Wandandian - Woollamia","Bachelor Degree Level",47
"Persons Aged 15 Years and Over Place of Work","Tomerong - Wandandian - Woollamia","Certificate III & IV Level",165
"Persons Aged 15 Years and Over Place of Work","Tomerong - Wandandian - Woollamia","Postgraduate Degree Level",14
"Persons Aged 15 Years and Over Place of Work","Tomerong - Wandandian - Woollamia","Graduate Diploma and Graduate Certificate Level",15
"Persons Aged 15 Years and Over Place of Work","Tomerong - Wandandian - Woollamia","Advanced Diploma and Diploma Level",47
"Persons Aged 15 Years and Over Place of Work","Tomerong - Wandandian - Woollamia","Secondary Education - Years 10 and above",144
"Persons Aged 15 Years and Over Place of Work","Tomerong - Wandandian - Woollamia","Certificate I & II Level",0
"Persons Aged 15 Years and Over Place of Work","Tomerong - Wandandian - Woollamia","Secondary Education - Years 9 and below",36
"Persons Aged 15 Years and Over Place of Work","Tomerong - Wandandian - Woollamia","Supplementary Codes",16
"Persons Aged 15 Years and Over Place of Work","Tomerong - Wandandian - Woollamia","Not stated",19
"Persons Aged 15 Years and Over Place of Work","Tomerong - Wandandian - Woollamia","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Tomerong - Wandandian - Woollamia","Total",498
"Persons Aged 15 Years and Over Place of Work","Ulladulla","Bachelor Degree Level",627
"Persons Aged 15 Years and Over Place of Work","Ulladulla","Certificate III & IV Level",1390
"Persons Aged 15 Years and Over Place of Work","Ulladulla","Postgraduate Degree Level",111
"Persons Aged 15 Years and Over Place of Work","Ulladulla","Graduate Diploma and Graduate Certificate Level",123
"Persons Aged 15 Years and Over Place of Work","Ulladulla","Advanced Diploma and Diploma Level",536
"Persons Aged 15 Years and Over Place of Work","Ulladulla","Secondary Education - Years 10 and above",1717
"Persons Aged 15 Years and Over Place of Work","Ulladulla","Certificate I & II Level",0
"Persons Aged 15 Years and Over Place of Work","Ulladulla","Secondary Education - Years 9 and below",223
"Persons Aged 15 Years and Over Place of Work","Ulladulla","Supplementary Codes",211
"Persons Aged 15 Years and Over Place of Work","Ulladulla","Not stated",169
"Persons Aged 15 Years and Over Place of Work","Ulladulla","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Ulladulla","Total",5104
"Persons Aged 15 Years and Over Place of Work","Ulladulla Region","Bachelor Degree Level",77
"Persons Aged 15 Years and Over Place of Work","Ulladulla Region","Certificate III & IV Level",239
"Persons Aged 15 Years and Over Place of Work","Ulladulla Region","Postgraduate Degree Level",23
"Persons Aged 15 Years and Over Place of Work","Ulladulla Region","Graduate Diploma and Graduate Certificate Level",15
"Persons Aged 15 Years and Over Place of Work","Ulladulla Region","Advanced Diploma and Diploma Level",91
"Persons Aged 15 Years and Over Place of Work","Ulladulla Region","Secondary Education - Years 10 and above",190
"Persons Aged 15 Years and Over Place of Work","Ulladulla Region","Certificate I & II Level",0
"Persons Aged 15 Years and Over Place of Work","Ulladulla Region","Secondary Education - Years 9 and below",38
"Persons Aged 15 Years and Over Place of Work","Ulladulla Region","Supplementary Codes",29
"Persons Aged 15 Years and Over Place of Work","Ulladulla Region","Not stated",27
"Persons Aged 15 Years and Over Place of Work","Ulladulla Region","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Ulladulla Region","Total",724
"Persons Aged 15 Years and Over Place of Work","Bowral","Bachelor Degree Level",1254
"Persons Aged 15 Years and Over Place of Work","Bowral","Certificate III & IV Level",1221
"Persons Aged 15 Years and Over Place of Work","Bowral","Postgraduate Degree Level",366
"Persons Aged 15 Years and Over Place of Work","Bowral","Graduate Diploma and Graduate Certificate Level",223
"Persons Aged 15 Years and Over Place of Work","Bowral","Advanced Diploma and Diploma Level",865
"Persons Aged 15 Years and Over Place of Work","Bowral","Secondary Education - Years 10 and above",1748
"Persons Aged 15 Years and Over Place of Work","Bowral","Certificate I & II Level",3
"Persons Aged 15 Years and Over Place of Work","Bowral","Secondary Education - Years 9 and below",176
"Persons Aged 15 Years and Over Place of Work","Bowral","Supplementary Codes",260
"Persons Aged 15 Years and Over Place of Work","Bowral","Not stated",173
"Persons Aged 15 Years and Over Place of Work","Bowral","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Bowral","Total",6291
"Persons Aged 15 Years and Over Place of Work","Hill Top - Colo Vale","Bachelor Degree Level",45
"Persons Aged 15 Years and Over Place of Work","Hill Top - Colo Vale","Certificate III & IV Level",129
"Persons Aged 15 Years and Over Place of Work","Hill Top - Colo Vale","Postgraduate Degree Level",12
"Persons Aged 15 Years and Over Place of Work","Hill Top - Colo Vale","Graduate Diploma and Graduate Certificate Level",12
"Persons Aged 15 Years and Over Place of Work","Hill Top - Colo Vale","Advanced Diploma and Diploma Level",59
"Persons Aged 15 Years and Over Place of Work","Hill Top - Colo Vale","Secondary Education - Years 10 and above",152
"Persons Aged 15 Years and Over Place of Work","Hill Top - Colo Vale","Certificate I & II Level",0
"Persons Aged 15 Years and Over Place of Work","Hill Top - Colo Vale","Secondary Education - Years 9 and below",26
"Persons Aged 15 Years and Over Place of Work","Hill Top - Colo Vale","Supplementary Codes",20
"Persons Aged 15 Years and Over Place of Work","Hill Top - Colo Vale","Not stated",20
"Persons Aged 15 Years and Over Place of Work","Hill Top - Colo Vale","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Hill Top - Colo Vale","Total",474
"Persons Aged 15 Years and Over Place of Work","Mittagong","Bachelor Degree Level",494
"Persons Aged 15 Years and Over Place of Work","Mittagong","Certificate III & IV Level",1139
"Persons Aged 15 Years and Over Place of Work","Mittagong","Postgraduate Degree Level",146
"Persons Aged 15 Years and Over Place of Work","Mittagong","Graduate Diploma and Graduate Certificate Level",67
"Persons Aged 15 Years and Over Place of Work","Mittagong","Advanced Diploma and Diploma Level",422
"Persons Aged 15 Years and Over Place of Work","Mittagong","Secondary Education - Years 10 and above",1415
"Persons Aged 15 Years and Over Place of Work","Mittagong","Certificate I & II Level",3
"Persons Aged 15 Years and Over Place of Work","Mittagong","Secondary Education - Years 9 and below",241
"Persons Aged 15 Years and Over Place of Work","Mittagong","Supplementary Codes",150
"Persons Aged 15 Years and Over Place of Work","Mittagong","Not stated",123
"Persons Aged 15 Years and Over Place of Work","Mittagong","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Mittagong","Total",4218
"Persons Aged 15 Years and Over Place of Work","Moss Vale - Berrima","Bachelor Degree Level",622
"Persons Aged 15 Years and Over Place of Work","Moss Vale - Berrima","Certificate III & IV Level",1229
"Persons Aged 15 Years and Over Place of Work","Moss Vale - Berrima","Postgraduate Degree Level",178
"Persons Aged 15 Years and Over Place of Work","Moss Vale - Berrima","Graduate Diploma and Graduate Certificate Level",100
"Persons Aged 15 Years and Over Place of Work","Moss Vale - Berrima","Advanced Diploma and Diploma Level",412
"Persons Aged 15 Years and Over Place of Work","Moss Vale - Berrima","Secondary Education - Years 10 and above",1324
"Persons Aged 15 Years and Over Place of Work","Moss Vale - Berrima","Certificate I & II Level",5
"Persons Aged 15 Years and Over Place of Work","Moss Vale - Berrima","Secondary Education - Years 9 and below",222
"Persons Aged 15 Years and Over Place of Work","Moss Vale - Berrima","Supplementary Codes",174
"Persons Aged 15 Years and Over Place of Work","Moss Vale - Berrima","Not stated",123
"Persons Aged 15 Years and Over Place of Work","Moss Vale - Berrima","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Moss Vale - Berrima","Total",4388
"Persons Aged 15 Years and Over Place of Work","Robertson - Fitzroy Falls","Bachelor Degree Level",171
"Persons Aged 15 Years and Over Place of Work","Robertson - Fitzroy Falls","Certificate III & IV Level",239
"Persons Aged 15 Years and Over Place of Work","Robertson - Fitzroy Falls","Postgraduate Degree Level",48
"Persons Aged 15 Years and Over Place of Work","Robertson - Fitzroy Falls","Graduate Diploma and Graduate Certificate Level",17
"Persons Aged 15 Years and Over Place of Work","Robertson - Fitzroy Falls","Advanced Diploma and Diploma Level",88
"Persons Aged 15 Years and Over Place of Work","Robertson - Fitzroy Falls","Secondary Education - Years 10 and above",256
"Persons Aged 15 Years and Over Place of Work","Robertson - Fitzroy Falls","Certificate I & II Level",0
"Persons Aged 15 Years and Over Place of Work","Robertson - Fitzroy Falls","Secondary Education - Years 9 and below",38
"Persons Aged 15 Years and Over Place of Work","Robertson - Fitzroy Falls","Supplementary Codes",42
"Persons Aged 15 Years and Over Place of Work","Robertson - Fitzroy Falls","Not stated",18
"Persons Aged 15 Years and Over Place of Work","Robertson - Fitzroy Falls","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Robertson - Fitzroy Falls","Total",931
"Persons Aged 15 Years and Over Place of Work","Southern Highlands","Bachelor Degree Level",260
"Persons Aged 15 Years and Over Place of Work","Southern Highlands","Certificate III & IV Level",360
"Persons Aged 15 Years and Over Place of Work","Southern Highlands","Postgraduate Degree Level",78
"Persons Aged 15 Years and Over Place of Work","Southern Highlands","Graduate Diploma and Graduate Certificate Level",39
"Persons Aged 15 Years and Over Place of Work","Southern Highlands","Advanced Diploma and Diploma Level",179
"Persons Aged 15 Years and Over Place of Work","Southern Highlands","Secondary Education - Years 10 and above",510
"Persons Aged 15 Years and Over Place of Work","Southern Highlands","Certificate I & II Level",0
"Persons Aged 15 Years and Over Place of Work","Southern Highlands","Secondary Education - Years 9 and below",102
"Persons Aged 15 Years and Over Place of Work","Southern Highlands","Supplementary Codes",63
"Persons Aged 15 Years and Over Place of Work","Southern Highlands","Not stated",49
"Persons Aged 15 Years and Over Place of Work","Southern Highlands","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Southern Highlands","Total",1641
"Persons Aged 15 Years and Over Place of Work","Baulkham Hills (East)","Bachelor Degree Level",1012
"Persons Aged 15 Years and Over Place of Work","Baulkham Hills (East)","Certificate III & IV Level",614
"Persons Aged 15 Years and Over Place of Work","Baulkham Hills (East)","Postgraduate Degree Level",364
"Persons Aged 15 Years and Over Place of Work","Baulkham Hills (East)","Graduate Diploma and Graduate Certificate Level",120
"Persons Aged 15 Years and Over Place of Work","Baulkham Hills (East)","Advanced Diploma and Diploma Level",528
"Persons Aged 15 Years and Over Place of Work","Baulkham Hills (East)","Secondary Education - Years 10 and above",1091
"Persons Aged 15 Years and Over Place of Work","Baulkham Hills (East)","Certificate I & II Level",0
"Persons Aged 15 Years and Over Place of Work","Baulkham Hills (East)","Secondary Education - Years 9 and below",100
"Persons Aged 15 Years and Over Place of Work","Baulkham Hills (East)","Supplementary Codes",165
"Persons Aged 15 Years and Over Place of Work","Baulkham Hills (East)","Not stated",69
"Persons Aged 15 Years and Over Place of Work","Baulkham Hills (East)","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Baulkham Hills (East)","Total",4069
"Persons Aged 15 Years and Over Place of Work","Baulkham Hills (West) - Bella Vista","Bachelor Degree Level",6924
"Persons Aged 15 Years and Over Place of Work","Baulkham Hills (West) - Bella Vista","Certificate III & IV Level",3135
"Persons Aged 15 Years and Over Place of Work","Baulkham Hills (West) - Bella Vista","Postgraduate Degree Level",2587
"Persons Aged 15 Years and Over Place of Work","Baulkham Hills (West) - Bella Vista","Graduate Diploma and Graduate Certificate Level",546
"Persons Aged 15 Years and Over Place of Work","Baulkham Hills (West) - Bella Vista","Advanced Diploma and Diploma Level",3369
"Persons Aged 15 Years and Over Place of Work","Baulkham Hills (West) - Bella Vista","Secondary Education - Years 10 and above",5484
"Persons Aged 15 Years and Over Place of Work","Baulkham Hills (West) - Bella Vista","Certificate I & II Level",6
"Persons Aged 15 Years and Over Place of Work","Baulkham Hills (West) - Bella Vista","Secondary Education - Years 9 and below",351
"Persons Aged 15 Years and Over Place of Work","Baulkham Hills (West) - Bella Vista","Supplementary Codes",801
"Persons Aged 15 Years and Over Place of Work","Baulkham Hills (West) - Bella Vista","Not stated",373
"Persons Aged 15 Years and Over Place of Work","Baulkham Hills (West) - Bella Vista","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Baulkham Hills (West) - Bella Vista","Total",23584
"Persons Aged 15 Years and Over Place of Work","Glenhaven","Bachelor Degree Level",196
"Persons Aged 15 Years and Over Place of Work","Glenhaven","Certificate III & IV Level",165
"Persons Aged 15 Years and Over Place of Work","Glenhaven","Postgraduate Degree Level",37
"Persons Aged 15 Years and Over Place of Work","Glenhaven","Graduate Diploma and Graduate Certificate Level",27
"Persons Aged 15 Years and Over Place of Work","Glenhaven","Advanced Diploma and Diploma Level",118
"Persons Aged 15 Years and Over Place of Work","Glenhaven","Secondary Education - Years 10 and above",243
"Persons Aged 15 Years and Over Place of Work","Glenhaven","Certificate I & II Level",0
"Persons Aged 15 Years and Over Place of Work","Glenhaven","Secondary Education - Years 9 and below",18
"Persons Aged 15 Years and Over Place of Work","Glenhaven","Supplementary Codes",37
"Persons Aged 15 Years and Over Place of Work","Glenhaven","Not stated",22
"Persons Aged 15 Years and Over Place of Work","Glenhaven","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Glenhaven","Total",865
"Persons Aged 15 Years and Over Place of Work","West Pennant Hills","Bachelor Degree Level",885
"Persons Aged 15 Years and Over Place of Work","West Pennant Hills","Certificate III & IV Level",290
"Persons Aged 15 Years and Over Place of Work","West Pennant Hills","Postgraduate Degree Level",401
"Persons Aged 15 Years and Over Place of Work","West Pennant Hills","Graduate Diploma and Graduate Certificate Level",60
"Persons Aged 15 Years and Over Place of Work","West Pennant Hills","Advanced Diploma and Diploma Level",349
"Persons Aged 15 Years and Over Place of Work","West Pennant Hills","Secondary Education - Years 10 and above",518
"Persons Aged 15 Years and Over Place of Work","West Pennant Hills","Certificate I & II Level",0
"Persons Aged 15 Years and Over Place of Work","West Pennant Hills","Secondary Education - Years 9 and below",23
"Persons Aged 15 Years and Over Place of Work","West Pennant Hills","Supplementary Codes",97
"Persons Aged 15 Years and Over Place of Work","West Pennant Hills","Not stated",47
"Persons Aged 15 Years and Over Place of Work","West Pennant Hills","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","West Pennant Hills","Total",2675
"Persons Aged 15 Years and Over Place of Work","Castle Hill - Central","Bachelor Degree Level",1528
"Persons Aged 15 Years and Over Place of Work","Castle Hill - Central","Certificate III & IV Level",1838
"Persons Aged 15 Years and Over Place of Work","Castle Hill - Central","Postgraduate Degree Level",522
"Persons Aged 15 Years and Over Place of Work","Castle Hill - Central","Graduate Diploma and Graduate Certificate Level",125
"Persons Aged 15 Years and Over Place of Work","Castle Hill - Central","Advanced Diploma and Diploma Level",1139
"Persons Aged 15 Years and Over Place of Work","Castle Hill - Central","Secondary Education - Years 10 and above",2869
"Persons Aged 15 Years and Over Place of Work","Castle Hill - Central","Certificate I & II Level",9
"Persons Aged 15 Years and Over Place of Work","Castle Hill - Central","Secondary Education - Years 9 and below",238
"Persons Aged 15 Years and Over Place of Work","Castle Hill - Central","Supplementary Codes",347
"Persons Aged 15 Years and Over Place of Work","Castle Hill - Central","Not stated",181
"Persons Aged 15 Years and Over Place of Work","Castle Hill - Central","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Castle Hill - Central","Total",8806
"Persons Aged 15 Years and Over Place of Work","Castle Hill - East","Bachelor Degree Level",392
"Persons Aged 15 Years and Over Place of Work","Castle Hill - East","Certificate III & IV Level",220
"Persons Aged 15 Years and Over Place of Work","Castle Hill - East","Postgraduate Degree Level",131
"Persons Aged 15 Years and Over Place of Work","Castle Hill - East","Graduate Diploma and Graduate Certificate Level",37
"Persons Aged 15 Years and Over Place of Work","Castle Hill - East","Advanced Diploma and Diploma Level",160
"Persons Aged 15 Years and Over Place of Work","Castle Hill - East","Secondary Education - Years 10 and above",255
"Persons Aged 15 Years and Over Place of Work","Castle Hill - East","Certificate I & II Level",0
"Persons Aged 15 Years and Over Place of Work","Castle Hill - East","Secondary Education - Years 9 and below",28
"Persons Aged 15 Years and Over Place of Work","Castle Hill - East","Supplementary Codes",47
"Persons Aged 15 Years and Over Place of Work","Castle Hill - East","Not stated",33
"Persons Aged 15 Years and Over Place of Work","Castle Hill - East","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Castle Hill - East","Total",1304
"Persons Aged 15 Years and Over Place of Work","Castle Hill - North","Bachelor Degree Level",921
"Persons Aged 15 Years and Over Place of Work","Castle Hill - North","Certificate III & IV Level",649
"Persons Aged 15 Years and Over Place of Work","Castle Hill - North","Postgraduate Degree Level",246
"Persons Aged 15 Years and Over Place of Work","Castle Hill - North","Graduate Diploma and Graduate Certificate Level",75
"Persons Aged 15 Years and Over Place of Work","Castle Hill - North","Advanced Diploma and Diploma Level",751
"Persons Aged 15 Years and Over Place of Work","Castle Hill - North","Secondary Education - Years 10 and above",2348
"Persons Aged 15 Years and Over Place of Work","Castle Hill - North","Certificate I & II Level",3
"Persons Aged 15 Years and Over Place of Work","Castle Hill - North","Secondary Education - Years 9 and below",203
"Persons Aged 15 Years and Over Place of Work","Castle Hill - North","Supplementary Codes",186
"Persons Aged 15 Years and Over Place of Work","Castle Hill - North","Not stated",94
"Persons Aged 15 Years and Over Place of Work","Castle Hill - North","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Castle Hill - North","Total",5477
"Persons Aged 15 Years and Over Place of Work","Castle Hill - South","Bachelor Degree Level",538
"Persons Aged 15 Years and Over Place of Work","Castle Hill - South","Certificate III & IV Level",314
"Persons Aged 15 Years and Over Place of Work","Castle Hill - South","Postgraduate Degree Level",198
"Persons Aged 15 Years and Over Place of Work","Castle Hill - South","Graduate Diploma and Graduate Certificate Level",44
"Persons Aged 15 Years and Over Place of Work","Castle Hill - South","Advanced Diploma and Diploma Level",296
"Persons Aged 15 Years and Over Place of Work","Castle Hill - South","Secondary Education - Years 10 and above",565
"Persons Aged 15 Years and Over Place of Work","Castle Hill - South","Certificate I & II Level",0
"Persons Aged 15 Years and Over Place of Work","Castle Hill - South","Secondary Education - Years 9 and below",53
"Persons Aged 15 Years and Over Place of Work","Castle Hill - South","Supplementary Codes",97
"Persons Aged 15 Years and Over Place of Work","Castle Hill - South","Not stated",36
"Persons Aged 15 Years and Over Place of Work","Castle Hill - South","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Castle Hill - South","Total",2145
"Persons Aged 15 Years and Over Place of Work","Castle Hill - West","Bachelor Degree Level",135
"Persons Aged 15 Years and Over Place of Work","Castle Hill - West","Certificate III & IV Level",56
"Persons Aged 15 Years and Over Place of Work","Castle Hill - West","Postgraduate Degree Level",56
"Persons Aged 15 Years and Over Place of Work","Castle Hill - West","Graduate Diploma and Graduate Certificate Level",15
"Persons Aged 15 Years and Over Place of Work","Castle Hill - West","Advanced Diploma and Diploma Level",62
"Persons Aged 15 Years and Over Place of Work","Castle Hill - West","Secondary Education - Years 10 and above",102
"Persons Aged 15 Years and Over Place of Work","Castle Hill - West","Certificate I & II Level",0
"Persons Aged 15 Years and Over Place of Work","Castle Hill - West","Secondary Education - Years 9 and below",13
"Persons Aged 15 Years and Over Place of Work","Castle Hill - West","Supplementary Codes",17
"Persons Aged 15 Years and Over Place of Work","Castle Hill - West","Not stated",6
"Persons Aged 15 Years and Over Place of Work","Castle Hill - West","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Castle Hill - West","Total",469
"Persons Aged 15 Years and Over Place of Work","Cherrybrook","Bachelor Degree Level",690
"Persons Aged 15 Years and Over Place of Work","Cherrybrook","Certificate III & IV Level",286
"Persons Aged 15 Years and Over Place of Work","Cherrybrook","Postgraduate Degree Level",224
"Persons Aged 15 Years and Over Place of Work","Cherrybrook","Graduate Diploma and Graduate Certificate Level",101
"Persons Aged 15 Years and Over Place of Work","Cherrybrook","Advanced Diploma and Diploma Level",277
"Persons Aged 15 Years and Over Place of Work","Cherrybrook","Secondary Education - Years 10 and above",631
"Persons Aged 15 Years and Over Place of Work","Cherrybrook","Certificate I & II Level",0
"Persons Aged 15 Years and Over Place of Work","Cherrybrook","Secondary Education - Years 9 and below",68
"Persons Aged 15 Years and Over Place of Work","Cherrybrook","Supplementary Codes",75
"Persons Aged 15 Years and Over Place of Work","Cherrybrook","Not stated",39
"Persons Aged 15 Years and Over Place of Work","Cherrybrook","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Cherrybrook","Total",2393
"Persons Aged 15 Years and Over Place of Work","Kellyville","Bachelor Degree Level",825
"Persons Aged 15 Years and Over Place of Work","Kellyville","Certificate III & IV Level",662
"Persons Aged 15 Years and Over Place of Work","Kellyville","Postgraduate Degree Level",308
"Persons Aged 15 Years and Over Place of Work","Kellyville","Graduate Diploma and Graduate Certificate Level",93
"Persons Aged 15 Years and Over Place of Work","Kellyville","Advanced Diploma and Diploma Level",429
"Persons Aged 15 Years and Over Place of Work","Kellyville","Secondary Education - Years 10 and above",1027
"Persons Aged 15 Years and Over Place of Work","Kellyville","Certificate I & II Level",0
"Persons Aged 15 Years and Over Place of Work","Kellyville","Secondary Education - Years 9 and below",98
"Persons Aged 15 Years and Over Place of Work","Kellyville","Supplementary Codes",117
"Persons Aged 15 Years and Over Place of Work","Kellyville","Not stated",64
"Persons Aged 15 Years and Over Place of Work","Kellyville","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Kellyville","Total",3634
"Persons Aged 15 Years and Over Place of Work","Dural - Kenthurst - Wisemans Ferry","Bachelor Degree Level",1448
"Persons Aged 15 Years and Over Place of Work","Dural - Kenthurst - Wisemans Ferry","Certificate III & IV Level",1880
"Persons Aged 15 Years and Over Place of Work","Dural - Kenthurst - Wisemans Ferry","Postgraduate Degree Level",453
"Persons Aged 15 Years and Over Place of Work","Dural - Kenthurst - Wisemans Ferry","Graduate Diploma and Graduate Certificate Level",144
"Persons Aged 15 Years and Over Place of Work","Dural - Kenthurst - Wisemans Ferry","Advanced Diploma and Diploma Level",920
"Persons Aged 15 Years and Over Place of Work","Dural - Kenthurst - Wisemans Ferry","Secondary Education - Years 10 and above",2675
"Persons Aged 15 Years and Over Place of Work","Dural - Kenthurst - Wisemans Ferry","Certificate I & II Level",4
"Persons Aged 15 Years and Over Place of Work","Dural - Kenthurst - Wisemans Ferry","Secondary Education - Years 9 and below",395
"Persons Aged 15 Years and Over Place of Work","Dural - Kenthurst - Wisemans Ferry","Supplementary Codes",349
"Persons Aged 15 Years and Over Place of Work","Dural - Kenthurst - Wisemans Ferry","Not stated",179
"Persons Aged 15 Years and Over Place of Work","Dural - Kenthurst - Wisemans Ferry","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Dural - Kenthurst - Wisemans Ferry","Total",8434
"Persons Aged 15 Years and Over Place of Work","Galston - Laughtondale","Bachelor Degree Level",318
"Persons Aged 15 Years and Over Place of Work","Galston - Laughtondale","Certificate III & IV Level",373
"Persons Aged 15 Years and Over Place of Work","Galston - Laughtondale","Postgraduate Degree Level",80
